area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,18-Jun,Balagere,1 BHK,Soresea,661.0,1.0,1.0,33.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Prensya,1705.0,3.0,1.0,91.0
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,SRldsnt,1430.0,2.0,0.0,55.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srconor,1240.0,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1230.0,2.0,2.0,44.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330.0,2.0,2.0,46.45
Super built-up  Area,Ready To Move,Shivaji Nagar,3 BHK,FBazaah,1300.0,3.0,2.0,170.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243.0,2.0,2.0,46.0
Built-up  Area,Ready To Move,Kudlu,2 BHK,GKityde,1300.0,2.0,2.0,56.0
Plot  Area,18-May,Sarjapur,4 Bedroom,Prldsum,4201.0,4.0,3.0,435.0
Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,66.88
Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252.0,3.0,2.0,59.0
Built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1027.0,2.0,2.0,44.0
Super built-up  Area,16-Nov,Mico Layout,2 BHK,Prs 2hi,1171.0,2.0,2.0,39.0
Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1180.0,2.0,1.0,77.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1160.0,2.0,1.0,33.51
Plot  Area,Ready To Move,Chikkagubbi,4 Bedroom,LGrldti,4382.0,4.0,3.0,400.0
Super built-up  Area,20-Sep,Whitefield,3 BHK,Goted U,2140.0,3.0,2.0,139.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,GoandAc,1500.0,3.0,1.0,100.0
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,Naavehi,1008.0,2.0,2.0,52.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1921.0,4.0,3.0,129.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Puncyya,1127.0,2.0,2.0,32.0
Super built-up  Area,18-May,Rajaji Nagar,3 BHK,Pumesim,1621.0,3.0,1.0,124.0
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220.0,3.0,1.0,56.0
Built-up  Area,Ready To Move,JP Nagar,3 BHK,Meowns ,1590.0,2.0,3.0,85.0
Super built-up  Area,18-Aug,Hosakerehalli,3 BHK,Maunt M,1795.0,3.0,2.0,64.62
Super built-up  Area,18-Dec,Sarjapur  Road,4 BHK,Klark L,4395.0,4.0,2.0,242.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,KBityo ,825.0,2.0,1.0,35.0
Super built-up  Area,18-Dec,Yelahanka,4 BHK,Nileyap,4025.0,6.0,1.0,350.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215.0,4.0,2.0,154.0
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1478.0,2.0,2.0,125.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475.0,4.0,3.0,337.0
Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,Bhacy L,1669.0,3.0,2.0,298.0
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Roarkan,1820.0,3.0,2.0,79.5
Super built-up  Area,19-Dec,Horamavu Agara,3 BHK,Prhar G,1623.0,3.0,1.0,89.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243.0,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Elodsre,1200.0,2.0,2.0,40.5
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Sklls C,1613.0,3.0,3.0,72.0
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293.0,2.0,2.0,80.0
Super built-up  Area,Ready To Move,Hoskote,2 BHK,Corus C,1065.0,2.0,2.0,28.5
Super built-up  Area,18-Apr,Kudlu Gate,2 BHK,SunetSo,940.0,2.0,1.0,69.57
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Trurea ,1181.0,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215.0,3.0,2.0,275.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260.0,2.0,1.0,75.0
Plot  Area,Ready To Move,KR Puram,6 Bedroom,Coronte,1200.0,6.0,3.0,132.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,PaantPl,1530.0,3.0,3.0,73.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140.0,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1864.0,3.0,3.0,115.0
Built-up  Area,Ready To Move,Sarjapur,3 BHK,Coa It ,1575.0,3.0,3.0,55.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Deade A,945.0,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691.0,3.0,2.0,100.0
Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,Sryalan,1220.0,3.0,1.0,35.25
Built-up  Area,Ready To Move,Kengeri,1 BHK,KHnumla,600.0,1.0,1.0,35.0
Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1160.0,2.0,2.0,39.0
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650.0,3.0,1.0,85.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,795.0,1.0,1.0,32.6
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243.0,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,DiiteR ,1263.0,2.0,1.0,51.5
Super built-up  Area,Ready To Move,Hennur,3 BHK,SLureSi,1345.0,2.0,1.0,69.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360.0,2.0,1.0,58.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843.0,3.0,2.0,85.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1642.0,2.0,1.0,115.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,44.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1225.0,2.0,0.0,68.0
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1290.0,2.0,1.0,80.04
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Maisehi,1361.0,2.0,2.0,79.0
Built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,NCaveun,1394.0,2.0,2.0,85.0
Super built-up  Area,18-May,Rajaji Nagar,2 BHK,Pumesim,1222.0,2.0,2.0,98.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420.0,2.0,1.0,99.39
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1167.0,2.0,2.0,64.08
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,939.0,2.0,2.0,39.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1710.0,3.0,2.0,135.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Srnumum,1000.0,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,3350.0,3.0,3.0,150.0
Super built-up  Area,Ready To Move,Jalahalli,1 BHK,Vaniai ,615.0,1.0,1.0,46.0
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1350.0,2.0,1.0,85.0
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,2700.0,3.0,1.0,501.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1718.0,3.0,2.0,130.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680.0,3.0,2.0,112.0
Super built-up  Area,18-May,Sarjapur  Road,3 BHK,AsastDe,1157.0,2.0,1.0,72.0
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1315.0,2.0,0.0,60.48
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1800.0,3.0,2.0,175.0
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1010.0,2.0,1.0,52.0
Super built-up  Area,18-Jan,Electronic City,1 BHK,Prarkun,630.0,1.0,1.0,46.0
Super built-up  Area,18-Feb,Whitefield,2 BHK,Alsta F,1012.0,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1884.0,4.0,2.0,118.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,Soe 2as,1090.0,2.0,1.0,37.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300.0,3.0,2.0,77.99
Super built-up  Area,Ready To Move,Amblipura,4 BHK,IDldsin,2950.0,4.0,2.0,250.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,1710.0,3.0,3.0,85.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,Jae 1ke,1310.0,2.0,2.0,53.0
Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1464.0,2.0,2.0,115.0
Built-up  Area,Ready To Move,Marsur,3 BHK,Asara S,715.0,2.0,1.0,29.0
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,DSineSt,1625.0,2.0,2.0,48.75
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,JKmesHo,1040.0,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1205.0,2.0,1.0,47.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,ARomee ,980.0,2.0,2.0,35.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,SVthaho,1006.0,2.0,0.0,44.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098.0,2.0,1.0,71.0
Built-up  Area,Ready To Move,Mico Layout,2 BHK,MyeurGr,1200.0,2.0,1.0,53.5
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1019.0,2.0,1.0,62.0
Plot  Area,Ready To Move,Anekal,3 Bedroom,Vaensnd,1733.5,3.0,1.0,120.0
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,2 BHK,Essic C,1415.0,2.0,2.0,120.0
Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,Mawerer,1050.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452.0,3.0,3.0,55.6
Super built-up  Area,Ready To Move,Domlur,2 BHK,IBictnd,1246.0,2.0,1.0,95.0
Built-up  Area,Ready To Move,Yelahanka,3 BHK,PrrloMo,1890.0,4.0,2.0,85.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,MJtroty,972.0,2.0,1.0,40.0
Plot  Area,Ready To Move,Brookefield,4 Bedroom,Goodsrb,1500.0,5.0,3.0,160.0
Super built-up  Area,18-Aug,Electronic City,1 BHK,Prarkun,630.0,1.0,1.0,33.7
Super built-up  Area,21-May,Kanakpura Road,3 BHK,GolusLi,1938.0,3.0,3.0,92.69
Super built-up  Area,18-Jul,CV Raman Nagar,2 BHK,Pu270a ,1392.0,2.0,1.0,95.0
Super built-up  Area,18-Mar,Haralur Road,2 BHK,SNnia E,1225.0,2.0,1.0,77.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1750.0,3.0,2.0,120.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260.0,2.0,1.0,80.0
Super built-up  Area,19-Dec,Sarjapur  Road,1 BHK,AsastDe,691.0,1.0,1.0,31.1
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1285.0,2.0,1.0,78.0
Built-up  Area,Ready To Move,Hebbal,3 BHK,Thuse F,1590.0,3.0,2.0,96.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,JSyane ,1571.0,3.0,2.0,65.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255.0,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1520.0,2.0,3.0,81.0
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,MJlese ,1170.0,2.0,1.0,45.51
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,3.0,2.0,89.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303.0,2.0,2.0,55.78
Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,1835.0,3.0,1.0,108.0
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225.0,2.0,1.0,67.48
Super built-up  Area,20-Jan,Balagere,1 BHK,Soresea,656.0,1.0,1.0,34.77
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ascid P,994.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025.0,2.0,1.0,65.0
Built-up  Area,Ready To Move,Marathahalli,2 BHK,VRave E,1156.0,2.0,2.0,52.0
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maarkr ,1250.0,2.0,2.0,60.0
Built-up  Area,Ready To Move,Kundalahalli,4 Bedroom,Roima A,3092.0,4.0,3.0,230.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1930.0,4.0,2.0,122.0
Built-up  Area,Ready To Move,New Thippasandra,2 BHK,Saeraep,1020.0,2.0,1.0,70.0
Super built-up  Area,19-Dec,Jalahalli,1 BHK,Vaniai ,612.5,1.0,0.0,27.565
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1322.0,2.0,3.0,70.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1720.0,3.0,3.0,150.0
Super built-up  Area,18-Jul,Hosur Road,3 BHK,PuendWe,1689.0,3.0,2.0,103.0
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,2 BHK,Patust ,1155.0,2.0,2.0,69.0
Built-up  Area,18-Jun,Sarjapur  Road,4 Bedroom,Marthur,3913.0,5.0,0.0,176.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3520.0,5.0,2.0,320.0
Built-up  Area,18-Apr,Yelahanka,3 BHK,Hotat H,1847.0,3.0,3.0,92.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Srncya ,1515.0,2.0,1.0,76.0
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Srntssh,1130.0,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1049.0,2.0,1.0,51.0
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842.0,3.0,2.0,115.0
Super built-up  Area,20-Dec,Jakkur,2 BHK,ArndsSk,1282.0,2.0,1.0,72.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PrncyRe,800.0,2.0,1.0,40.0
Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1190.0,2.0,2.0,30.35
Super built-up  Area,18-May,Magadi Road,3 BHK,Vrenty ,1318.0,2.0,1.0,68.0
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1698.0,2.0,1.0,105.0
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,DSOakil,1276.0,2.0,1.0,31.9
Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,Maenara,1555.0,2.0,1.0,67.0
Super built-up  Area,17-May,Sarjapur  Road,3 BHK,Ahriaup,1881.0,3.0,2.0,145.0
Super built-up  Area,18-Jul,Yelahanka,3 BHK,Miitat ,1890.0,3.0,2.0,109.0
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,SheldGr,935.0,2.0,1.0,32.0
Super built-up  Area,Ready To Move,Cox Town,2 BHK,Santspa,1000.0,2.0,3.0,58.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1160.0,2.0,2.0,42.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419.0,2.0,2.0,48.1
Built-up  Area,Ready To Move,Bellandur,3 BHK,DSsorin,1350.0,2.0,1.0,63.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215.0,3.0,2.0,330.0
Super built-up  Area,Ready To Move,Attibele,2 BHK,DSvar S,996.0,2.0,1.0,24.9
Super built-up  Area,19-Dec,Anjanapura,2 BHK,DSapeto,1076.0,2.0,1.0,30.13
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1715.0,3.0,3.0,112.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1072.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,SVnamnd,1230.0,2.0,1.0,80.0
Super built-up  Area,18-Dec,Thanisandra,3 BHK,Bhe 2ko,1411.0,3.0,1.0,93.25
Built-up  Area,Ready To Move,Doddathoguru,3 BHK,Srtasno,1208.0,3.0,1.0,45.0
Super built-up  Area,18-Dec,Haralur Road,2 BHK,SNnia E,1225.0,2.0,1.0,69.84
Super built-up  Area,18-Sep,Hebbal,2 BHK,Arcia S,1162.0,2.0,1.0,69.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1262.0,2.0,1.0,65.0
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1160.0,2.0,1.0,33.51
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1340.0,2.0,2.0,41.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275.0,4.0,2.0,182.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162.0,2.0,1.0,58.0
Super built-up  Area,18-Jul,Hosa Road,2 BHK,SJerse ,1170.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Mailsaf,980.0,2.0,1.0,25.0
Super built-up  Area,20-Dec,Banashankari Stage VI,3 BHK,Brens7 ,1423.0,2.0,1.0,71.73
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Jaisemi,1106.0,2.0,3.0,40.0
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Jaood G,1105.0,2.0,2.0,27.6
Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,AmiewLa,1255.0,2.0,1.0,56.7
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1525.0,2.0,2.0,65.0
Super built-up  Area,17-Aug,Babusapalaya,2 BHK,ARngsd ,1061.0,2.0,1.0,38.95
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1400.0,2.0,2.0,40.45
Super built-up  Area,Ready To Move,Domlur,3 BHK,Saiewas,2100.0,3.0,2.0,145.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,660.0,1.0,1.0,16.5
Super built-up  Area,Ready To Move,ITPL,2 BHK,Samukja,907.0,2.0,0.0,55.43
Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,2047.0,3.0,2.0,67.55
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1904.0,3.0,2.0,129.0
Super built-up  Area,20-Jan,Balagere,2 BHK,Soresea,1205.0,2.0,1.0,73.87
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1164.0,2.0,2.0,64.08
Super built-up  Area,Ready To Move,Mahaganapathy Nagar,2 BHK,Vaodak ,1410.0,2.0,2.0,73.0
Built-up  Area,Ready To Move,Green View Layout,2 BHK,DSeme S,1150.0,2.0,1.0,42.0
Super built-up  Area,18-Jul,Udayapur Village,2 BHK,Plowsri,1170.0,2.0,2.0,53.11
Built-up  Area,Ready To Move,NRI Layout,3 BHK,Mancy R,1789.0,3.0,3.0,75.0
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,NiarkHy,1021.0,2.0,1.0,76.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,NDfelip,1222.0,2.0,3.0,48.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1981.0,3.0,1.0,134.0
Super built-up  Area,Ready To Move,Adugodi,2 BHK,Vencyha,1201.0,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,970.0,2.0,1.0,36.0
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,920.0,2.0,2.0,33.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1520.0,3.0,3.0,85.0
Super built-up  Area,17-Nov,Sonnenahalli,3 BHK,Skacak ,1268.0,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755.0,3.0,2.0,115.0
Super built-up  Area,Ready To Move,Hoskote,2 BHK,Deiveer,945.0,2.0,1.0,35.0
Carpet  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500.0,1.0,1.0,33.0
Super built-up  Area,Ready To Move,Harlur,4 BHK,Shodsir,2820.0,4.0,0.0,153.5
Built-up  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1632.0,3.0,0.0,140.0
Super built-up  Area,Ready To Move,Domlur,2 BHK,IBictnd,1276.0,2.0,2.0,80.0
Built-up  Area,Ready To Move,Thanisandra,2 BHK,Tenetee,1234.0,2.0,2.0,51.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1180.0,2.0,1.0,75.0
Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,Oaines ,1370.0,2.0,2.0,87.0
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015.0,2.0,2.0,25.88
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1251.0,2.0,1.0,46.0
Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,PualeSk,1346.0,2.0,1.0,67.38
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1090.0,2.0,1.0,31.48
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1290.0,2.0,3.0,51.1
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ahriaup,1881.0,3.0,2.0,145.0
Super built-up  Area,Ready To Move,Dairy Circle,3 BHK,Soeurri,2735.0,4.0,2.0,340.0
Super built-up  Area,19-Jul,Ramamurthy Nagar,2 BHK,Vaharvi,1050.0,2.0,1.0,51.66
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660.0,3.0,2.0,131.0
Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,Pu270a ,705.0,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Anandapura,2 BHK,LoLeoen,1200.0,2.0,1.0,50.0
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1804.0,3.0,2.0,127.0
Built-up  Area,Ready To Move,Sidedahalli,2 BHK,Dhave E,750.0,2.0,0.0,20.0
Built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1287.0,3.0,1.0,55.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215.0,4.0,2.0,157.0
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1045.0,2.0,2.0,42.15
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SLiand ,1431.0,3.0,2.0,85.0
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650.0,3.0,2.0,85.5
Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,VRest N,1535.0,3.0,1.0,72.0
Super built-up  Area,18-Apr,Marathahalli,4 BHK,Prionad,2524.0,5.0,2.0,180.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1300.0,3.0,2.0,69.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,284.0,1.0,1.0,8.0
Super built-up  Area,Ready To Move,Nallurhalli,2 BHK,Mauil T,1265.0,2.0,2.0,68.0
Super built-up  Area,18-May,1st Phase JP Nagar,3 BHK,Inntsth,2077.0,3.0,3.0,175.0
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,NVanat ,2880.0,3.0,2.0,211.0
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,708.0,2.0,1.0,31.15
Carpet  Area,20-Dec,Kanakpura Road,1 BHK,Roiti A,458.0,1.0,0.0,33.66
Built-up  Area,Ready To Move,Amruthahalli,3 BHK,Prentra,1450.0,2.0,1.0,90.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,MSopsw ,1100.0,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,Saisei ,1185.0,2.0,3.0,55.0
Super built-up  Area,20-Apr,Shettigere,1 BHK,LendaVi,660.0,1.0,1.0,35.0
Super built-up  Area,18-Sep,Bhoganhalli,2 BHK,Rosha I,1205.0,2.0,1.0,68.32
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1421.0,2.0,2.0,73.0
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524.0,1.0,1.0,29.0
Super built-up  Area,19-Nov,Sarjapur  Road,2 BHK,AsastDe,984.0,2.0,1.0,45.91
Super built-up  Area,20-Nov,Rachenahalli,2 BHK,AsNowre,985.0,2.0,1.0,50.17
Super built-up  Area,Ready To Move,Byrasandra,2 BHK,Mancyi ,1140.0,2.0,3.0,60.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410.0,2.0,3.0,44.42
Super built-up  Area,19-Dec,Devanahalli,2 BHK,Jurdsig,1360.0,2.0,0.0,62.425
Plot  Area,Ready To Move,Electronic City,4 Bedroom,Aroveth,1800.0,3.0,2.0,700.0
Super built-up  Area,18-Apr,Dasarahalli,2 BHK,KSliaor,1333.0,2.0,1.0,86.65
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Goty  E,1258.0,2.0,1.0,85.5
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1458.0,2.0,2.0,87.0
Built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1386.0,2.0,1.0,85.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1140.0,2.0,1.0,32.92
Built-up  Area,Ready To Move, Electronic City,1 RK,GMown E,550.0,1.0,1.0,27.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200.0,2.0,3.0,83.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,ArsiaEx,2135.0,3.0,2.0,149.0
Built-up  Area,18-Aug,Whitefield,4 Bedroom,M1riaa ,2500.0,4.0,0.0,100.0
Super built-up  Area,Ready To Move,Pampa Extension,2 BHK,Stensg ,1178.0,2.0,1.0,80.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Prsorhi,991.0,2.0,2.0,40.0
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Krryll ,1493.0,2.0,3.0,90.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,2495.0,3.0,3.0,130.0
